timestamp,phase,batch_size,users,ttft,tpot,request_time,tokens_generated,concurrent_users,is_streaming
1740612946.494286,vary_user_count_60,64,60,0.7588961124420166,33.320361294629386,4.6904261112213135,131,36,True
1740612947.496906,vary_user_count_60,64,60,0.6720619201660156,31.68053837466696,4.586136817932129,124,42,True
1740612945.488941,vary_user_count_60,64,60,0.7161407470703125,29.91436493309529,6.867031812667847,184,42,True
1740612945.488012,vary_user_count_60,64,60,0.717134952545166,33.83019503092095,6.895047903060913,209,42,True
1740612945.488679,vary_user_count_60,64,60,0.716278076171875,30.424999419303344,6.895407199859619,188,42,True
1740612945.4823208,vary_user_count_60,64,60,0.3336307532725281,38.96523288841086,6.903590202331543,256,42,False
1740612951.5043461,vary_user_count_60,64,60,0.4310118658789273,30.161582613253955,0.9614880084991455,16,42,False
1740612946.489036,vary_user_count_60,64,60,0.7638552188873291,29.62862852556564,7.041567325592041,186,54,True
1740612946.491775,vary_user_count_60,64,60,0.760627031326294,20.545340360131974,7.039422988891602,129,54,True
1740612946.491053,vary_user_count_60,64,60,0.5102420371511708,39.19708401852932,7.041340112686157,256,54,False
1740612952.5032141,vary_user_count_60,64,60,0.4847893220073772,26.815772150613032,1.9764487743377686,40,54,False
1740612947.494832,vary_user_count_60,64,60,0.6749541759490967,24.65541041624623,7.286079168319702,163,60,True
1740612947.500324,vary_user_count_60,64,60,0.6688241958618164,27.820676462332017,7.282610177993774,184,60,True
1740612947.501481,vary_user_count_60,64,60,0.45349312527275787,37.48678657427317,7.282566070556641,256,60,False
1740612948.496892,vary_user_count_60,64,60,0.5077589069713245,37.419333741146986,7.349142074584961,256,60,False
1740612948.498076,vary_user_count_60,64,60,0.5772850513458252,26.186637383105847,7.374644994735718,178,60,True
1740612948.501395,vary_user_count_60,64,60,0.5737569332122803,24.856830069146948,7.372693061828613,169,60,True
1740612948.50047,vary_user_count_60,64,60,0.5742738246917725,26.319097443145868,7.3754189014434814,179,60,True
1740612951.5007281,vary_user_count_60,64,60,0.5601270198822021,28.80624818142546,4.7258899211883545,120,60,True
1740612954.5026,vary_user_count_60,64,60,0.5919389724731445,25.58570135022046,2.467986822128296,48,60,True
1740612949.501226,vary_user_count_60,64,60,0.5520451068878174,24.56588795189261,7.5129170417785645,171,60,True
1740612949.496646,vary_user_count_60,64,60,0.5685229301452637,24.267833460640304,7.532473802566528,169,60,True
