timestamp,phase,batch_size,users,ttft,tpot,request_time,tokens_generated,concurrent_users,is_streaming
1740612614.580526,vary_user_count_20,64,20,0.9623471912944616,23.899898298723667,11.673689842224121,256,20,False
1740612614.5856059,vary_user_count_20,64,20,0.5686793327331543,19.18868652287725,11.668970108032227,213,20,True
1740612615.5814881,vary_user_count_20,64,20,0.5457911491394043,18.662354371510524,10.887465953826904,193,20,True
1740612615.583518,vary_user_count_20,64,20,0.540107011795044,19.23504800992916,10.885805130004883,199,20,True
1740612616.582579,vary_user_count_20,64,20,0.5453140735626221,18.416047201879493,10.047896146774292,175,20,True
1740612616.580867,vary_user_count_20,64,20,0.5479421615600586,18.62770809818436,10.04991626739502,177,20,True
1740612617.585309,vary_user_count_20,64,20,0.5528762340545654,20.2203816302538,9.158055067062378,174,20,True
1740612617.5831559,vary_user_count_20,64,20,0.5549519062042236,24.286676971538075,9.16049313545227,209,20,True
1740612618.582738,vary_user_count_20,64,20,8.54982304573059,32.60309239427361,12.41448712348938,126,20,True
1740612618.583763,vary_user_count_20,64,20,8.532750129699707,26.596771360898437,14.962101936340332,171,20,True
1740612620.587797,vary_user_count_20,64,20,6.544908046722412,18.94770969198114,12.983680963516235,122,20,True
1740612621.5932631,vary_user_count_20,64,20,5.539495944976807,31.059228039370236,11.978806018829346,200,20,True
1740612623.616043,vary_user_count_20,64,20,3.5168190002441406,25.15656452080712,9.95649003982544,162,20,True
1740612619.585849,vary_user_count_20,64,20,7.547632217407227,26.863133016481104,13.987685203552246,173,20,True
1740612619.587166,vary_user_count_20,64,20,7.545490980148315,27.944174479052254,13.986905097961426,180,20,True
1740612622.6101172,vary_user_count_20,64,20,4.522702217102051,28.718779441332924,10.96448016166687,185,20,True
1740612622.611234,vary_user_count_20,64,20,4.522198677062988,24.993456086761647,10.963884830474854,161,20,True
1740612620.5895412,vary_user_count_20,64,20,1.113132497242519,21.560775612475094,12.98654580116272,256,20,False
1740612621.596097,vary_user_count_20,64,20,0.579016673077438,22.451857786591535,11.981191158294678,256,20,False
1740612623.614273,vary_user_count_20,64,20,0.8864843760520963,28.20128665023513,9.964084386825562,256,20,False
1740612627.3205602,vary_user_count_20,64,20,0.5418968200683594,29.5100383736743,6.98038387298584,190,20,True
1740612627.8218,vary_user_count_20,64,20,0.2243177890777588,26.612830845483717,6.649789810180664,171,20,True
1740612628.054543,vary_user_count_20,64,20,0.5513110160827637,24.710087922566842,6.9859299659729,159,20,True
1740612628.32418,vary_user_count_20,64,20,0.5625491142272949,30.036623574629814,6.9880383014678955,193,20,True
1740612628.6949382,vary_user_count_20,64,20,0.22146987915039062,28.65939595614431,6.641702890396118,184,20,True
1740612628.389071,vary_user_count_20,64,20,0.5367128849029541,25.42439317916789,6.987210988998413,164,20,True
1740612630.646572,vary_user_count_20,64,20,0.5826880931854248,32.52455561615521,6.947110176086426,207,20,True
1740612634.40529,vary_user_count_20,64,20,0.21420502662658691,33.05365589177722,3.239588975906372,100,20,True
1740612630.9035351,vary_user_count_20,64,20,0.5705047739022094,40.315175353716576,6.920470952987671,256,20,False
1740612632.324585,vary_user_count_20,64,20,0.20401787757873535,26.658867020076002,6.580883026123047,170,20,True
1740612634.269042,vary_user_count_20,64,20,0.20302391052246094,31.261973443560137,4.969197750091553,149,20,True
1740612638.2045472,vary_user_count_20,64,20,0.20746898651123047,30.391570751988567,1.1616809368133545,29,20,True
1740612634.172401,vary_user_count_20,64,20,0.2015678882598877,32.41421944325798,6.618504762649536,208,20,True
1740612634.3394701,vary_user_count_20,64,20,0.41328874001136195,41.133470027595344,6.6369309425354,256,20,False
1740612634.938472,vary_user_count_20,64,20,0.21793580055236816,31.933154580143757,6.700226783752441,207,20,True
1740612634.9539788,vary_user_count_20,64,20,0.2261819839477539,27.194079259404948,6.698179006576538,176,20,True
1740612634.979469,vary_user_count_20,64,20,0.21005916595458984,27.62092114937374,6.690654039382935,179,20,True
1740612635.06021,vary_user_count_20,64,20,0.41605474660684777,40.86000733952497,6.681349754333496,256,20,False
1740612635.172169,vary_user_count_20,64,20,0.4851790441982988,41.22189579116642,6.695470809936523,256,20,False
1740612635.214326,vary_user_count_20,64,20,0.19833874702453613,30.243449509960616,6.679080963134766,196,20,True
1740612635.427072,vary_user_count_20,64,20,0.5722045694078718,41.94304149796577,6.675719976425171,256,20,False
1740612635.468914,vary_user_count_20,64,20,0.21222519874572754,28.222679822240252,6.696372032165527,183,20,True
1740612635.578651,vary_user_count_20,64,20,0.5496993415244591,41.84105430473142,6.6680920124053955,256,20,False
1740612636.214965,vary_user_count_20,64,20,0.5496936613513578,41.84148666269352,6.668023109436035,256,20,False
1740612636.518507,vary_user_count_20,64,20,0.21770119667053223,27.63702764272425,6.65833592414856,178,20,True
1740612636.749844,vary_user_count_20,64,20,0.2200300693511963,30.847353048764,6.638733148574829,198,20,True
1740612636.9613628,vary_user_count_20,64,20,0.46095299460671163,41.218953390705124,6.671688079833984,256,20,False
1740612638.4692469,vary_user_count_20,64,20,0.20207619667053223,20.692319159900848,6.629581928253174,133,20,True
1740612639.654911,vary_user_count_20,64,20,0.22091889381408691,27.909032766572135,6.634613037109375,179,20,True
1740612639.734574,vary_user_count_20,64,20,0.22331523895263672,23.354327460215245,6.731745004653931,152,20,True
1740612644.609557,vary_user_count_20,64,20,0.3136329650878906,31.084115197059305,1.8578300476074219,48,20,True
1740612640.242728,vary_user_count_20,64,20,0.20554399490356445,30.38318294016552,6.656481027603149,196,20,True
1740612640.474389,vary_user_count_20,64,20,0.5661601884024484,42.39082947128716,6.6052021980285645,256,20,False
1740612641.865509,vary_user_count_20,64,20,0.20961880683898926,28.369047904000137,6.554562091827393,180,20,True
1740612641.954378,vary_user_count_20,64,20,0.4133106090210296,41.131293581518065,6.637282133102417,256,20,False
1740612642.8427808,vary_user_count_20,64,20,0.4132102313059154,41.14128526361257,6.635670185089111,256,20,False
1740612642.881095,vary_user_count_20,64,20,0.23566484451293945,22.46229493869243,6.646407842636108,144,20,True
1740612643.3489192,vary_user_count_20,64,20,0.20143795013427734,26.565838073674637,6.638276100158691,171,20,True
1740612643.4142709,vary_user_count_20,64,20,0.2273411750793457,25.698181929985523,6.64802885055542,165,20,True
1740612643.4217012,vary_user_count_20,64,20,0.5694428648267473,42.1464583761217,6.643500089645386,256,20,False
1740612643.449009,vary_user_count_20,64,20,0.2475600242614746,27.3910633425654,6.636505126953125,175,20,True
1740612643.435183,vary_user_count_20,64,20,0.26146602630615234,30.832137671361664,6.650902986526489,197,20,True
1740612643.6771672,vary_user_count_20,64,20,0.2961080074310303,28.50544116804985,6.645772933959961,181,20,True
1740612644.057865,vary_user_count_20,64,20,0.39873671531677246,20.7981696375409,6.697367906570435,131,20,True
1740612644.205764,vary_user_count_20,64,20,0.2724120616912842,29.751733083844922,6.692206144332886,191,20,True
1740612644.1989849,vary_user_count_20,64,20,0.5524170390166689,41.63521103719248,6.701058864593506,256,20,False
1740612645.2712152,vary_user_count_20,64,20,0.2098228931427002,30.922890849341275,6.58050799369812,197,20,True
1740612646.377267,vary_user_count_20,64,20,0.28792810440063477,29.354961997623636,6.658231019973755,187,20,True
1740612647.706057,vary_user_count_20,64,20,0.29578514099121095,40.56998928271577,5.792459011077881,223,20,False
