timestamp,phase,batch_size,users,ttft,tpot,request_time,tokens_generated,concurrent_users,is_streaming
1740611293.056135,vary_user_count_60,4,60,0.5780680179595947,27.568073157891817,6.381883144378662,160,42,True
1740611293.056695,vary_user_count_60,4,60,0.5774388313293457,32.21604583536258,6.381999731063843,187,42,True
1740611293.050127,vary_user_count_60,4,60,0.5940909385681152,34.800132751971255,6.427402019500732,203,42,True
1740611293.0555131,vary_user_count_60,4,60,0.5887508392333984,27.76887301394314,6.422621011734009,162,42,True
1740611293.056399,vary_user_count_60,4,60,0.6516142577976568,21.485103851652315,11.9617760181427,243,60,False
1740611293.0558562,vary_user_count_60,4,60,6.445325613021851,31.657039792194155,12.25761890411377,184,60,True
1740611294.056865,vary_user_count_60,4,60,5.452666997909546,26.553394770903864,11.28996205329895,155,60,True
1740611294.059498,vary_user_count_60,4,60,5.450131893157959,33.402473016092124,11.288022994995117,195,60,True
1740611294.058919,vary_user_count_60,4,60,10.997987270355225,26.963501236481772,16.82067322731018,157,60,True
1740611294.05784,vary_user_count_60,4,60,11.31331992149353,27.03836067414074,17.119884967803955,157,60,True
1740611294.055792,vary_user_count_60,4,60,11.322808027267456,30.65612832725462,17.161771059036255,179,60,True
1740611294.054305,vary_user_count_60,4,60,0.7686373973960307,15.612042870478694,17.166235208511353,256,60,False
1740611295.055834,vary_user_count_60,4,60,15.871477127075195,35.51619420876637,21.699804306030273,207,60,True
1740611295.0573661,vary_user_count_60,4,60,16.18845272064209,28.757274952630162,21.995678901672363,167,60,True
1740611295.057696,vary_user_count_60,4,60,16.195306062698364,28.939887779743792,22.03499698638916,169,60,True
1740611295.056291,vary_user_count_60,4,60,16.196966886520386,30.819077263891124,22.03750514984131,180,60,True
1740611295.056602,vary_user_count_60,4,60,21.745723009109497,23.014092640921266,22.09333610534668,8,60,True
1740611296.063297,vary_user_count_60,4,60,2.6384445067202105,7.201212665874281,24.718059062957764,159,60,False
1740611296.059841,vary_user_count_60,4,60,21.067530155181885,28.277704053898297,26.97324299812317,167,60,True
1740611295.056897,vary_user_count_60,4,60,22.060683012008667,25.17221841924274,27.979907035827637,149,60,True
1740611296.057985,vary_user_count_60,4,60,21.13878583908081,31.7898881136406,26.989702939987183,186,60,True
1740611297.0654578,vary_user_count_60,4,60,6.672822228017843,1.9482011592359836,27.204582929611206,40,60,False
1740611296.060731,vary_user_count_60,4,60,24.760897159576416,36.58978979003693,30.554863214492798,212,60,True
1740611297.066549,vary_user_count_60,4,60,29.688338041305542,33.91607603548675,30.336997985839844,22,60,True
1740611296.062334,vary_user_count_60,4,60,2.809249448776245,8.543207158216154,32.774576902389526,256,60,False
1740611296.061589,vary_user_count_60,4,60,26.979996919631958,33.85009418714052,32.799773931503296,197,60,True
1740611297.064011,vary_user_count_60,4,60,27.206707239151,27.985211337905838,32.7810800075531,156,60,True
1740611297.068227,vary_user_count_60,4,60,30.3367018699646,31.796256452608127,36.15499687194824,185,60,True
1740611297.062138,vary_user_count_60,4,60,31.81675887107849,31.70968912543849,37.68247389793396,186,60,True
1740611297.067341,vary_user_count_60,4,60,31.840118169784546,29.10477310319699,37.71544313430786,171,60,True
1740611298.068098,vary_user_count_60,4,60,31.824814081192017,27.185071655204332,37.710397243499756,160,60,True
1740611298.0803351,vary_user_count_60,4,60,2.972018131311389,6.729434046613671,41.01385021209717,256,60,False
1740611298.06239,vary_user_count_60,4,60,36.81289529800415,32.19990347046945,42.49614214897156,183,60,True
1740611298.078434,vary_user_count_60,4,60,36.796958923339844,28.495996181369286,42.51706075668335,163,60,True
1740611298.081416,vary_user_count_60,4,60,37.726585149765015,28.55838458436864,43.50422286987305,165,60,True
1740611299.064311,vary_user_count_60,4,60,42.57165217399597,22.596845165273024,43.63374733924866,24,60,True
1740611298.06446,vary_user_count_60,4,60,41.07676720619202,28.000950851433068,46.897998094558716,163,60,True
1740611299.0690382,vary_user_count_60,4,60,41.54972505569458,27.90200176771978,47.35576009750366,162,60,True
1740611299.067157,vary_user_count_60,4,60,2.4580480257670083,5.695576267526931,47.40521192550659,256,60,False
1740611299.0680141,vary_user_count_60,4,60,43.63210201263428,31.916549282317433,49.20914602279663,178,60,True
1740611300.065505,vary_user_count_60,4,60,48.25116181373596,35.970745228261315,49.08517289161682,30,60,True
1740611299.069939,vary_user_count_60,4,60,45.94204497337341,26.46925466375563,51.7601158618927,154,60,True
1740611300.068678,vary_user_count_60,4,60,49.12448191642761,35.666934515661346,51.56371593475342,87,60,True
1740611299.0660238,vary_user_count_60,4,60,47.42288875579834,32.96573539166488,53.24711799621582,192,60,True
1740611300.064533,vary_user_count_60,4,60,2.7129572250224925,5.160420470648567,52.32131791114807,256,60,False
1740611300.069471,vary_user_count_60,4,60,50.80736994743347,30.94930695108914,57.075684785842896,194,60,True
1740611300.066876,vary_user_count_60,4,60,51.610450983047485,27.538918283762676,57.6382839679718,166,60,True
1740611300.498671,vary_user_count_60,4,60,51.92246413230896,28.22233688371184,57.839762926101685,167,60,True
1740611300.067861,vary_user_count_60,4,60,52.34772181510925,27.179086651757032,58.27139401435852,161,60,True
1740611300.542345,vary_user_count_60,4,60,56.60470700263977,40.68015627160565,59.28414607048035,109,60,True
1740611301.25724,vary_user_count_60,4,60,56.55322790145874,21.410275008361477,62.11130690574646,119,60,True
1740611301.0731268,vary_user_count_60,4,60,57.280123233795166,34.150642676419984,62.99011826515198,195,60,True
1740611306.540268,vary_user_count_60,4,60,57.57162809371948,31.555451262839497,58.237123250961304,21,60,True
1740611301.068327,vary_user_count_60,4,60,58.806209087371826,30.489674013510673,64.67704916000366,179,60,True
1740611306.356216,vary_user_count_60,4,60,57.50125217437744,20.597226344647304,63.32727932929993,120,60,True
1740611307.005633,vary_user_count_60,4,60,57.82709717750549,29.438758579853825,63.63576602935791,171,60,True
1740611311.6766999,vary_user_count_60,4,60,54.11408495903015,29.545425331400786,59.90178298950195,171,60,True
1740611312.597607,vary_user_count_60,4,60,54.55588912963867,33.71116276349956,60.36998701095581,196,60,True
1740611312.672832,vary_user_count_60,4,60,57.057644844055176,28.211486159628997,62.870879888534546,164,60,True
1740611312.962233,vary_user_count_60,4,60,57.72662091255188,28.715817447842543,63.54223108291626,167,60,True
1740611317.842981,vary_user_count_60,4,60,53.78117871284485,28.70107064257813,59.59977698326111,167,60,True
